0	0.99
1	1.00
2	1.00
3	0.94
4	0.94
5	0.99
6	0.88
7	1.06
8	0.93
9	0.92
10	0.91
11	0.86
12	0.84
13	0.93
14	0.88
15	0.90
16	0.84
17	0.82
18	0.90
19	0.85
20	0.89
21	0.81
22	0.84
23	0.86
24	0.89
25	0.88
26	0.89
27	0.87
28	0.85
29	0.95
30	0.89
31	0.90
32	0.90
33	0.93
34	0.90
35	0.86
36	0.92
37	0.89
38	0.91
39	0.93
40	0.87
41	0.93
42	0.97
43	0.96
44	0.97
45	0.94
46	0.96
47	0.97
48	0.95
49	0.97
50	0.93
51	0.92
