0	0.99
1	1.01
2	0.97
3	1.00
4	0.97
5	0.99
6	0.97
7	1.01
8	1.02
9	0.99
10	1.05
11	1.03
12	0.99
13	1.03
14	1.04
15	1.01
16	1.00
17	1.04
18	1.00
19	1.00
20	1.01
21	1.05
22	1.07
23	1.03
24	1.08
25	1.07
26	1.08
27	1.08
28	0.94
29	0.98
30	0.96
31	0.98
32	0.95
33	0.98
34	0.98
35	1.02
36	1.06
37	1.06
38	1.07
39	1.05
40	1.05
41	1.06
42	1.34
43	1.37
44	1.32
45	1.37
46	1.33
47	1.31
48	1.33
49	1.34
50	1.41
51	1.38
52	1.44
53	1.40
54	1.42
55	1.43
56	0.98
57	1.01
58	0.96
59	1.03
60	0.96
61	0.96
62	0.97
63	0.99
64	1.02
65	1.03
66	1.02
67	1.03
68	1.05
69	1.05
70	1.00
71	1.00
72	0.99
73	1.00
74	0.98
75	0.98
76	0.99
77	1.00
78	1.02
79	1.01
80	1.03
81	1.01
82	1.02
83	1.03
84	0.99
85	1.00
86	0.97
87	0.99
88	0.97
89	0.99
90	0.97
91	1.00
92	1.03
93	1.00
94	1.05
95	1.05
96	1.01
97	1.04
98	0.97
99	1.00
100	0.94
101	1.01
102	0.95
103	0.96
104	0.95
105	0.99
106	1.05
107	1.03
108	1.06
109	1.04
110	1.04
111	1.06
112	1.00
113	1.01
114	1.04
115	0.98
116	0.96
117	0.96
118	0.97
119	1.02
120	1.04
121	1.03
122	1.07
123	1.05
124	1.06
125	1.05
126	1.00
127	1.00
128	1.00
129	1.03
130	0.98
131	1.00
132	0.97
133	0.98
134	1.03
135	1.06
136	1.01
137	1.02
138	1.04
139	1.09
140	1.01
141	1.02
142	0.99
143	1.04
144	0.97
145	0.99
146	1.00
147	1.02
148	1.02
149	1.07
150	1.08
151	1.03
152	1.05
153	1.09
154	1.02
155	1.06
156	0.90
157	1.05
158	1.01
159	0.99
160	1.01
161	1.04
162	1.09
163	1.07
164	1.10
165	1.07
166	1.07
167	1.12
168	1.03
169	1.04
170	1.02
171	1.04
172	1.02
173	1.00
174	0.99
175	1.03
176	1.03
177	1.06
178	1.04
179	1.10
180	1.09
181	1.11
182	1.06
183	1.09
184	1.09
185	1.11
186	1.11
187	1.23
188	1.22
